source,date,headline,entities
standard,2017-07-19,"Raila links Uhuru, Ruto to NYS Scandal","raila, uhuru, ruto, nys"
standard,2017-07-19,Uhuru bought off NASA leaders to join Jubilee says Kingi,"uhuru, nasa, kingi"
standard,2017-07-19,Jubilee links Ruto and Uhuru's move to 'American model',"uhuru, usa, jubilee, ruto"
daily_nation,2017-07-20,Hands off CSs Uhuru tells Raila,"uhuru, raila"
daily_nation,2017-07-20,President Kenyatta accuses Raila of playing divisive,"uhuru, raila"
daily_nation,2017-07-20,"Uhuru, Raila make final campaign push","uhuru, raila"
daily_nation,2017-07-20,Im your rival in polls not Matiangi Uhuru tells Raila,"matiangi, uhuru, raila"
daily_nation,2017-07-20,Uhuru promises to end Coast squatter problem,"uhuru, coast"
daily_nation,2017-07-20,GAITHO: As Uhuru has a duty to account for his record,"uhuru, gaitho"
standard,2017-07-20,Protests in Nyeri County over Uhuru's directive,"nyeri, uhuru"
standard,2017-07-20,Uhuru defends Fred Matiang'i over poll rigging claims,"uhuru, matiangi"
daily_nation,2017-07-21,Joho slums Uhuruto visit says president misled coast residents,"joho, uhuru, ruto"
daily_nation,2017-07-21,"Uhuru, Raila disagree on vote preparedness AUC says","uhuru, raila, auc"
standard,2017-07-21,Orengo: Uhuru orchestrated investigations against Joho,"uhuru, joho, orengo"
standard,2017-07-21,Candidates punished for illegal use of Uhuru and Raila portraits,"uhuru, raila"
standard,2017-07-21,Kipkoech Tanui If Kenya burns blame Uhuru and Ruto or Raila and his cohorts,"kipkoech tanui, kenya, uhuru, raila, ruto"
daily_nation,2017-07-22,UhuRuto campaigns in Nairobi,"uhuru, ruto, nairobi"
daily_nation,2017-07-23,Why did media ignore  poll showing Raila ahead of Uhuru?,"raila, uhuru"
daily_nation,2017-07-23,Uhuru keeps off local  in Mandera,"uhuru, mandera"
daily_nation,2017-07-23,President Kenyatta claimed Kilifi County got Sh4bn over four and a half years. Not true,"uhuru, kilifi"
standard,2017-07-23,Njuri Ncheke endorses Uhuru but warns loser must accept verdic,"njuri ncheke, uhuru"
daily_nation,2017-07-24,Uhuru talks to his Facebook fans,"uhuru, facebook"
standard,2017-07-24,Grand Debate set for tomorrow Uhuru and Raila face off,"uhuru, raila"
standard,2017-07-24,Infotrak puts Raila ahead while Ipsos shows Uhuru leading with 47 per cent- which one do you trust?,"raila, ipsos, uhuru"
standard,2017-07-24,Uhuru leads in the latest IPSOS polls,"uhuru, ipsos"
standard,2017-07-24,Stop insulting Uhuru for sympathy Senator Omar warns Joho,"uhuru, omar, joho"
standard,2017-07-24,Kenyans slam Uhuru for ignoring questions on Facebook,"uhuru, facebook"
daily_nation,2017-07-25,Uhuru heads to Murang'a as Raila tours Mer,"uhuru, muranga, raila, meru"
daily_nation,2017-07-25,Raila on podium alone as Uhuru snubs debate,"uhuru, raila"
standard,2017-07-25,NASA flagbearer Raila is y to talk to Uhuru,"nasa, raila, uhuru"
standard,2017-07-25,Do they shop together in Muthurwa? Raila and Uhuru spotted wearing similar T-shirt a day apar,"muthurwa, raila, uhuru"
daily_nation,2017-07-27,3 shot after Uhuru rally in Marsabit,"uhuru, marsabit"
daily_nation,2017-07-27,Buzeki summoned for using UhuRuto images on posters,"uhuru, ruto, buzeki"
standard,2017-07-27,Expectations of Laikipia residents ahead of Uhuru's campaign sto,"laikipia, uhuru"
standard,2017-07-27,Uhuru says Raila leadership will mean chaos for Kenya and a weakened economy,"uhuru, raila, kenya"
standard,2017-07-27,NASA faults Uhuru on Presidential TV debate,"nasa, uhuru"
standard,2017-07-27,Uhuru sends mixed signals to JP candidates during Mt Kenya tour,"uhuru, jubilee, mt. kenya"
standard,2017-07-27,Kaimenyi Ntiba anchor eyebrow raising Uhuru re-election campaigns,"kaimenyi, ntiba, uhuru"
daily_nation,2017-07-28,NASA should stop intimidating security forces - Uhuru,"nasa, uhuru"
daily_nation,2017-07-28,"Uhuru, Raila in battle of who plants the spear firs","uhuru, raila"
daily_nation,2017-07-28,Uhuru takes on Nasa over  court petitio,"uhuru, nasa"
standard,2017-07-28,Jubilee Campaigns : Uhuru to lead team in Kapsabe,"jubilee, uhuru, kapsabet"
standard,2017-07-28,Uhuru disowns Peter Kenneth,"uhuru, pk"
standard,2017-07-28,Uhuru: NASA attack on security agencies conspiracy to sabotage polls,"uhuru, nasa"
standard,2017-07-28,Uhuru orders individuals who fleeced Mumias Sugar to be charged,"uhuru, mumias sugar"
standard,2017-07-28,Uhuru to Raila: Spare the army,"uhuru, raila"
daily_nation,2017-07-29,"Uhuru, Ruto to hold rally in Kericho","uhuru, ruto, kericho"
daily_nation,2017-07-29,"Uhuru, Ruto defend military","uhuru, military"
daily_nation,2017-07-29,Uhuru returns to Nyanza on vote hun,"uhuru, nyanza"
daily_nation,2017-07-29,"MAKOKHA: Uhuru, Ruto and the economics of truth in campaigns","uhuru, ruto, makokha"
standard,2017-07-29,Expectations from residents of Kericho ahead of Uhuru's Jubilee campaigns,"kericho, uhuru"
standard,2017-07-29,Uhuru passes through Kitale ahead of campaigns in Kericho,"uhuru, kitale, kericho"
standard,2017-07-29,Leading Kenya today is no walk in the park Uhuru told,"kenya, uhuru"
daily_nation,2017-07-30,"Uhuru, Raila put in place measures to ensure voter turnou","uhuru, raila"
daily_nation,2017-07-30,UhuRuto hunt for votes in Rift counties,"uhuru, ruto, rift"
daily_nation,2017-07-31,Uhuru dismisses rigging claims by Nasa,"uhuru, nasa"
standard,2017-07-31,Jubilee flagbearer Uhuru joins Ruto on a campaign tour of Tala,"uhuru, kenyatta, ruto, tala"
standard,2017-07-31,State of the race: Uhuru and Raila step up hun,"uhuru, raila"
standard,2017-07-31,Why Uhuru will not defeat Raila from a global review,"uhuru, raila"
daily_nation,2017-08-01,Uhuru in final plea for votes in Kisii and Bome,"uhuru, kisii, bomet"
standard,2017-08-01,Uhurus motorcade involved in Kisii acciden,"uhuru, kisii"
standard,2017-08-01,Uhuru dares Raila to quit presidential race if hes scared,"uhuru, raila"
daily_nation,2017-08-02,Uhuru speaks on Msando murder,"uhuru, msando"
daily_nation,2017-08-02,Uhuru: Jubilee track record good for second term,"uhuru, jubilee"
daily_nation,2017-08-02,Uhurus  pledge to revive Mumias,"uhuru, mumias sugar"
standard,2017-08-02,Uhuru breaks silence on the brutal killing of IEBC's ICT manager Chris Msando,"uhuru, iebc, ict, msando"
standard,2017-08-02,Uhuru and Raila in battle for miraa farmers' votes,"uhuru, raila"
standard,2017-08-02,Pay back Mumias money Uhuru tells Raila,"mumias, uhuru, raila"
standard,2017-08-02,"Uhuru, Raila  strategy in vote hunting","uhuru, raila"
daily_nation,2017-08-03,Uhuru's warning to pro NASA chiefs,"uhuru, nasa"
daily_nation,2017-08-03,Uhuru hopes to tilt the scales in Raila zone,"uhuru, raila"
daily_nation,2017-08-03,Uhuru in Coast Raila in Rift Valley,"uhuru, coast, raila, rift valley"
daily_nation,2017-08-03,Uhuru threatens pro-Nasa chiefs,"uhuru, nasa"
standard,2017-08-03,Raila beats Uhuru among top searched candidates in Google,"raila, uhuru, google"
standard,2017-08-03,Uhuru warns chiefs against campaigning for the opposition NASA,"uhuru, nasa"
standard,2017-08-03,OP: How Raila outsmarted Uhuru at his own game,"raila, uhuru"
daily_nation,2017-08-04,Uhuru in Meru Raila in wester,"uhuru, meru, raila, western"
daily_nation,2017-08-04,KAM petitions Uhuru to lift ban on plastic bags,"kam, uhuru"
daily_nation,2017-08-04,President Kenyatta throws jabs at Raila during his rally at Tononoka in Mombasa,"uhuru, raila, tononoka, mombasa"
daily_nation,2017-08-05,Joho admits battles with Uhuru difficul,"joho, uhuru"
daily_nation,2017-08-05,"Uhuru, Raila make final plea ahead of poll","uhuru, raila"
daily_nation,2017-08-05,Uhuru to supporters: How to beat Nasa,"uhuru, nasa"
standard,2017-08-05,Uhuru awaunga mkono wagombeaji wa MCA kaunti ya Nairobi,"uhuru, nairobi"
standard,2017-08-05,SGR girls: How Chinese took Uhuru and Kenyans for a ride,"china, uhuru"
standard,2017-08-05,1 times Uhuru and First Lady Margaret were our ultimate relationship goals,"uhuru, margaret"
standard,2017-08-05,Kenyans expect free education whether Raila or Uhuru wins,"raila, uhuru"
daily_nation,2017-08-06,"Uhuru, Ruto's plea to Nakuru residents","uhuru, ruto, nakuru"
daily_nation,2017-08-06,"Why some big names were missing from Uhuru, Raila rallies","uhuru, raila"
daily_nation,2017-08-06,Ukambani leaders fault Uhuru on remarks,"uhuru, kamba"
daily_nation,2017-08-07,"Both Raila, Uhuru confident of victory","raila, uhuru"
daily_nation,2017-08-07,"Uhuru, Raila and Ruto plead for peace","uhuru, raila, ruto"
standard,2017-08-08,"Uhuru, Ruto call for peace regardless of elections outcome","uhuru, ruto"
daily_nation,2017-08-09,#: Win or lose neither Uhuru nor Raila will just go away,"uhuru, raila"
daily_nation,2017-08-09,"What Uhuru, Raila said after voting","uhuru, raila"
standard,2017-08-09,Uhuru meets Raila: Why Kenyas 217 General election is historical,"uhuru, raila"
daily_nation,2017-08-10,IEBC server hacked algorithm manipulated and votes given to Uhuru - Raila,"uhuru, raila, iebc"
daily_nation,2017-08-10,DN2 #: Win or lose neither Uhuru nor Raila will just go away,"uhuru, raila"
standard,2017-08-10,UPDATES: Uhuru ahead of Raila with over 1.4m votes,"uhuru, raila"
standard,2017-08-11,Mixed reactions as Kisumu man strips naked over preliminary results showing Raila trailing Uhuru,"kisumu, raila, uhuru"
standard,2017-08-11,If Kenyatta loses he must be prepared to cede power if it is Raila he must be y to accept John Kerry says,"uhuru, raila, john kerry"
standard,2017-08-11,Uhuru leading with huge margin as Raila dispute results,"uhuru, raila"
daily_nation,2017-08-12,Uhuru declared winner Nasa protests,"uhuru, nasa"
daily_nation,2017-08-12,Jubilee supporters celebrate Uhuru win,"uhuru, jubilee"
daily_nation,2017-08-12,Nasa supporters protest Uhuru wi,"nasa, uhuru"
daily_nation,2017-08-12,Come let's work together Uhuru tells Raila,"uhuru, raila"
standard,2017-08-12,Uhuru ahead of Raila as tallying continues,"uhuru, raila"
standard,2017-08-12,1 week ago Kenyans expect free education whether Raila or Uhuru wins,"raila, uhuru"
daily_nation,2017-08-13,Budalang'i happy with Uhurus wi,"uhuru, budalangi"
daily_nation,2017-08-13,OTIENO: Msando casts dark shadow over Uhurus election wi,"otieno, msando, uhuru"
daily_nation,2017-08-14,Britain congratulates Uhuru on his re-electio,"uk, uhuru"
daily_nation,2017-08-14,Uhuru win puts Ruto on State House path,"uhuru, state house, ruto"
standard,2017-08-14,Diplomatic victory : Boris Johnson congratulates Uhuru,"boris johnson, uhuru"
standard,2017-08-14,Raila holds first public rally in Kibera since Uhurus re-election,"raila, kibera, uhuru"
standard,2017-08-14,TBT: Raila had this powerful message about him and Uhuru contrary to their supporters,"raila, uhuru"
standard,2017-08-14,Barack Obama invited for Uhuru's swearing-in ceremony,"obama, uhuru"
daily_nation,2017-08-15,Kisii swing vote label contributed to Uhuru wi,"kisii, uhuru"
daily_nation,2017-08-15,WARAH: Uhuru should use second term to address historical injustices,"warah, uhuru"
standard,2017-08-15,How Kenyans can rise above the Raila-Uhuru mentality,"raila, uhuru"
daily_nation,2017-08-16,Donald Trump congratulates Uhuru on poll wi,"trump, uhuru"
standard,2017-08-16,Vote for Jubilee and Kanu aspirants in election Uhuru tells Samburu residents,"kanu, uhuru, samburu"
standard,2017-08-16,Day Nicholas Biwott locked horns with Uhuru over Kan,"biwott, uhuru, kanu"
standard,2017-08-16,Why numbers are still updating on IEBC portal days after Uhuru was declared winner,"iebc, uhuru"
standard,2017-08-16,An open letter to Uhuru on his re-election pledges and the Jubilee manifesto,"uhuru, jubilee"
daily_nation,2017-08-17,How Uhuru bagged Maasailand votes,"uhuru, maasai"
daily_nation,2017-08-17,Raila to Uhuru: See you in court,"raila, uhuru"
standard,2017-08-17,Not yet Uhuru as NASA heads to cour,"uhuru, nasa"
daily_nation,2017-08-18,Uhuru extends NCIC officials term,"uhuru, ncic"
daily_nation,2017-08-18,Uhuru appeals for calm as court handles Nasa case,"uhuru, nasa"
standard,2017-08-18,Kanu: We know no other president but Uhuru,"uhuru, kanu"
standard,2017-08-18,2 weeks ago Kenyans expect free education whether Raila or Uhuru wins,"raila, uhuru"
standard,2017-08-19,Raila challenges Uhurus presidential poll wi,"raila, uhuru"
standard,2017-08-19,Raila arrives at the Supreme Court to challenge Uhurus presidential poll wi,"raila, supreme court, uhuru"
business_daily,2017-08-20,Uhuru attends Kagame's inauguration By PSCU |,"uhuru, kagame, pscu"
daily_nation,2017-08-21,Raila serves Uhuru with petition papers,"raila, uhuru"
daily_nation,2017-08-21,All eyes on CJ as petition against Uhuru win set to star,"cj, uhuru"
standard,2017-08-21,Unity Calls : Uhuru Ruto calls for peace,"uhuru, ruto"
standard,2017-08-21,NASA petition served : IEBC Wafula ChebukatiUhuru to respond,"nasa, iebc, chebukati, uhuru"
standard,2017-08-21,Nyeri trader spends Sh12 million campaigning for Uhurus re-election despite never meeting him,"uhuru, nyeri"
standard,2017-08-21,Introducing Carol Pulei: The lady behind Uhurus flashy clothes,"uhuru, carol pulei"
standard,2017-08-22,Uhuru pleased with Kidero's move as Sonko takes over Nairobi,"uhuru, kidero, sonko, nairobi"
business_daily,2017-08-23,Uhuru holds key to swearing in MPs as IEBC gazettes them,"uhuru, iebc"
daily_nation,2017-08-23,Uhuru asks Isaac Ruto to join Jubilee,"uhuru, isaac ruto, jubilee"
daily_nation,2017-08-23,Jomo Kenyatta memorial: Uhuru calls for unity,"jomo, uhuru"
standard,2017-08-23,Raila vows not to bow to pressure to accept Uhuru wi,"raila, uhuru"
daily_nation,2017-08-24,Kisumu youth burn Uhuru banner,"uhuru, kisumu"
standard,2017-08-24,"Supreme court gags Uhuru, Raila","uhuru, raila, supreme court"
standard,2017-08-24,Uhuru visit Isiolo airport boost Meru hotel industry,"uhuru, meru, isiolo"
daily_nation,2017-08-25,"Raila, Uhuru united in bid to stop MPs big pay","raila, uhuru"
daily_nation,2017-08-25,Uhuru files defence in Nasa case,"uhuru, nasa"
daily_nation,2017-08-25,Uhuru: If the supreme court rules in my favour I swear I shall not sign that law,"uhuru, supreme court"
daily_nation,2017-08-25,Western community asks president Kenyatta for more seats,"uhuru, western"
daily_nation,2017-08-25,Accept Supreme Court's verdict Uhuru tells Raila,"supreme court, uhuru, raila"
daily_nation,2017-08-25,Uhuru governors urge nurses to end strike,"uhuru, nurses"
standard,2017-08-25,Details of Uhurus case against Raila,"uhuru, raila"
standard,2017-08-25,"Ben Githae: No regrets over Uhuru, Ruto Tano Tena song","ben githae, uhuru"
standard,2017-08-25,Uhuru convenes first sitting of Senate national Assembly,"uhuru, parliament"
standard,2017-08-25,Uhuru team to file response against Railas petitio,"uhuru, raila"
standard,2017-08-25,Uhuru blasts MPs fighting pay cuts as ODM distances from members seeking rise,"uhuru, odm"
standard,2017-08-25,Court warns Raila and Uhuru: Here are their recent comments on the presidential election petitio,"raila, uhuru"
standard,2017-08-25,Mudavadi: Uhuru wrong on seat numbers and his fraudulent wi,"mudavadi, uhuru"
daily_nation,2017-08-26,Uhurus agent responds to Nasa,"nasa, uhuru"
daily_nation,2017-08-26,Nasa hits out at Uhuru over House sitting,"nasa, uhuru"
standard,2017-08-26,Here are Raila's key accusations at the Supreme Court and Uhuru's response,"raila, supreme court, uhuru"
standard,2017-08-26,Barrack MulukaUhuru must ask himself why were having secession talks,"muluka, uhuru"
standard,2017-08-26,Kalenjin songstress makes Uhuru rise and dance to a tune of 'Unknown' [],"kalenjin, uhuru"
standard,2017-08-27,Open letter to Uhuru on CHAN 218 Preparations,"uhuru, chan"
daily_nation,2017-08-28,"Supreme Court admits Uhuru, Raila evidence","supreme court, uhuru, raila"
daily_nation,2017-08-28,Uhuru contests Raila's request for data from IEBC,"uhuru, raila, iebc"
daily_nation,2017-08-29,IEBC: We were right to say Uhuru wo,"uhuru, iebc"
daily_nation,2017-08-29,Im not challenging Uhurus win  Auko,"uhuru, auko"
daily_nation,2017-08-30,RAILA: Uhuru IEBC have not responded to issues raised,"uhuru, iebc, raila"
daily_nation,2017-08-30,Wainaina sides with Uhuru in Nasa petitio,"wainaina, uhuru, nasa"
daily_nation,2017-08-30,Raila asks judges to nullify Uhuru wi,"raila, uhuru"
daily_nation,2017-08-30,Uhuru fights Raila call on rejected votes,"uhuru, raila"
daily_nation,2017-08-30,Railas petition is science fiction: Uhuru team,"uhuru, raila"
standard,2017-08-30,Uhuru's three faced strategy to dismantle Raila's petitio,"uhuru, raila"
standard,2017-08-30,I lost two of my triplets Uhuru saved me- Nominated Senator elect Isaac Mwaura,"uhuru, isaac mwaura"
business_daily,2017-08-31,Eyes on Supreme Court as Uhuru and Raila close case,"supreme court, uhuru, raila"
daily_nation,2017-08-31,How Uhuru IEBC lawyers responded to petitio,"uhuru, iebc"
standard,2017-08-31,Meet Ng'ania Mellisa the youngest lawyer representing Uhuru,"uhuru, ngania mellisa"
daily_nation,2017-09-01,"Uhuru, Raila date with destiny","uhuru, raila"
daily_nation,2017-09-02,Wafula Chebukati statement after supreme court annuls Uhuru's victory,"chebukati, uhuru, supreme court"
daily_nation,2017-09-02,Personally I disagree with the Supreme Court decision - Uhuru,"supreme court, uhuru"
daily_nation,2017-09-02,Uhuru criticises court ruling as Raila demands purge,"uhuru, raila"
daily_nation,2017-09-02,"Uhuru, Ruto hold rally in Nairobi","uhuru, ruto, nairobi"
standard,2017-09-02,Its not your fault Uhuru assures Kenyans as he breaks silence on historic Supreme Court ruling,"uhuru, supreme court"
standard,2017-09-02,The Supreme Court has quashed Uhuru's re-electio,"supreme court, uhuru"
daily_nation,2017-09-03,"Uhuru, Ruto make explosive remarks in Nakur","nakuru, uhuru, ruto"
daily_nation,2017-09-03,"Uhuru, Raila campaign teams back to drawing board","uhuru, raila"
daily_nation,2017-09-03,President Kenyatta Ruto slam supreme court over ruling,"uhuru, ruto, supreme court"
daily_nation,2017-09-03,OTIENO: How Supreme Court nullified Uhurus election only God knows,"supreme court, uhuru, otieno"
standard,2017-09-03,We shall revisit-Uhuru in scathing attack on Chief Justice Maraga and Supreme Cour,"uhuru, maraga, supreme court, cj"
standard,2017-09-03,Section of Nyeri county MPs campaign for Uhuru,"uhuru, nyeri"
standard,2017-09-03,Uhuru threatens to 'deal with' Judiciary,"uhuru, judiciary"
daily_nation,2017-09-04,Stop attacks on top court judges Uhuru told,"uhuru, judges"
standard,2017-09-04,How Uhuru and IEBC lost the court battle to NASAs team,"uhuru, iebc, nasa"
standard,2017-09-04,Raila: Uhuru I dont want Nusu Mkate,"raila, uhuru"
